"IDan","Group","Gender","GenderF","Merkel","Sudety","Education","Education123","PrePANASpn","PrePANASp","PrePANASn","PostPANASpn","PostPANASp","PostPANASn","DelPANASpn","DelPANASp","DelPANASn","Post_PrePANASpn","Post_PrePANASp","Post_PrePANASn","Del_PostPANASpn","Del_PostPANASp","Del_PostPANASn","PreMacro","PostMacro","DelMacro","Post_PreMacro","Del_PostMacro","PreMicro","PreMicro_p","PreMicro_n","PostMicro","PostMicro_p","PostMicro_n","DelMicro","DelMicro_p","DelMicro_n","Post_PreMicro","Post_PreMicro_p","Post_PreMicro_n","Del_PostMicro","Del_PostMicro_p","Del_PostMicro_n","PreIATeffect","PostIATeffect","DelIATeffect","Post_PreIATeffect","Del_PostIATeffect","PrePANAS_01","PrePANAS_02","PrePANAS_03","PrePANAS_04","PrePANAS_05","PrePANAS_06","PrePANAS_07","PrePANAS_08","PrePANAS_09","PrePANAS_10","PrePANAS_11","PrePANAS_12","PrePANAS_13","PrePANAS_14","PrePANAS_15","PrePANAS_16","PrePANAS_17","PrePANAS_18","PrePANAS_19","PrePANAS_20","PostPANAS_01","PostPANAS_02","PostPANAS_03","PostPANAS_04","PostPANAS_05","PostPANAS_06","PostPANAS_07","PostPANAS_08","PostPANAS_09","PostPANAS_10","PostPANAS_11","PostPANAS_12","PostPANAS_13","PostPANAS_14","PostPANAS_15","PostPANAS_16","PostPANAS_17","PostPANAS_18","PostPANAS_19","PostPANAS_20","DelPANAS_01","DelPANAS_02","DelPANAS_03","DelPANAS_04","DelPANAS_05","DelPANAS_06","DelPANAS_07","DelPANAS_08","DelPANAS_09","DelPANAS_10","DelPANAS_11","DelPANAS_12","DelPANAS_13","DelPANAS_14","DelPANAS_15","DelPANAS_16","DelPANAS_17","DelPANAS_18","DelPANAS_19","DelPANAS_20","Post_PrePANAS_01","Post_PrePANAS_02","Post_PrePANAS_03","Post_PrePANAS_04","Post_PrePANAS_05","Post_PrePANAS_06","Post_PrePANAS_07","Post_PrePANAS_08","Post_PrePANAS_09","Post_PrePANAS_10","Post_PrePANAS_11","Post_PrePANAS_12","Post_PrePANAS_13","Post_PrePANAS_14","Post_PrePANAS_15","Post_PrePANAS_16","Post_PrePANAS_17","Post_PrePANAS_18","Post_PrePANAS_19","Post_PrePANAS_20","Del_PostPANAS_01","Del_PostPANAS_02","Del_PostPANAS_03","Del_PostPANAS_04","Del_PostPANAS_05","Del_PostPANAS_06","Del_PostPANAS_07","Del_PostPANAS_08","Del_PostPANAS_09","Del_PostPANAS_10","Del_PostPANAS_11","Del_PostPANAS_12","Del_PostPANAS_13","Del_PostPANAS_14","Del_PostPANAS_15","Del_PostPANAS_16","Del_PostPANAS_17","Del_PostPANAS_18","Del_PostPANAS_19","Del_PostPANAS_20","PreMacro_01","PreMacro_02","PreMacro_03","PreMacro_04","PreMacro_05","PreMacro_06","PreMacro_07","PostMacro_01","PostMacro_02","PostMacro_03","PostMacro_04","PostMacro_05","PostMacro_06","PostMacro_07","DelMacro_01","DelMacro_02","DelMacro_03","DelMacro_04","DelMacro_05","DelMacro_06","DelMacro_07","Post_PreMacro_01","Post_PreMacro_02","Post_PreMacro_03","Post_PreMacro_04","Post_PreMacro_05","Post_PreMacro_06","Post_PreMacro_07","Del_PostMacro_01","Del_PostMacro_02","Del_PostMacro_03","Del_PostMacro_04","Del_PostMacro_05","Del_PostMacro_06","Del_PostMacro_07","PreMicro_01","PreMicro_02","PreMicro_03","PreMicro_04","PreMicro_05","PreMicro_06","PreMicro_07","PreMicro_08","PreMicro_09","PreMicro_10","PostMicro_01","PostMicro_02","PostMicro_03","PostMicro_04","PostMicro_05","PostMicro_06","PostMicro_07","PostMicro_08","PostMicro_09","PostMicro_10","DelMicro_01","DelMicro_02","DelMicro_03","DelMicro_04","DelMicro_05","DelMicro_06","DelMicro_07","DelMicro_08","DelMicro_09","DelMicro_10","Post_PreMicro_01","Post_PreMicro_02","Post_PreMicro_03","Post_PreMicro_04","Post_PreMicro_05","Post_PreMicro_06","Post_PreMicro_07","Post_PreMicro_08","Post_PreMicro_09","Post_PreMicro_10","Del_PostMicro_01","Del_PostMicro_02","Del_PostMicro_03","Del_PostMicro_04","Del_PostMicro_05","Del_PostMicro_06","Del_PostMicro_07","Del_PostMicro_08","Del_PostMicro_09","Del_PostMicro_10","PreMacro_time","PostMacro_time","DelMacro_time","PreMicro_time","PostMicro_time","DelMicro_time"
235,"C","female",1,0,"N","V",3,45,28,17,72,26,14,69,31,22,27,-2,-3,-3,5,8,-4,-7,-5,-3,2,20,12,8,26,17,9,27,17,10,6,5,1,1,0,1,-0.35664807604068,-0.297022866685167,-0.438076855314798,0.0596252093555129,-0.14105398862963,4,1,3,2,3,1,1,1,3,2,1,2,4,3,3,3,3,2,2,1,3,1,3,1,2,1,1,1,3,2,1,1,3,4,2,3,3,2,2,1,4,2,3,1,3,1,2,1,3,3,1,2,4,4,2,3,3,4,3,4,-1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,2,1,3,-1,-1,0,-1,-1,-1,1,-1,-1,0,-2,-2,-2,1,-1,-1,-1,-2,-1,-1,2,0,0,0,-1,-1,-1,0,0,0,-1,0,1,1,1,4,1,2,3,2,2,1,1,1,3,4,2,4,3,3,2,1,4,1,2,2,1,4,3,5,2,2,3,2,3,0,1,2,0,1,0,0,3,0,-1,-2,-1,0,0,2,0,1,-1,1,1,NA,NA,NA,NA,NA,NA
238,"C","male",0,0,"N","S",2,39,28,11,66,19,13,68,20,12,27,-9,2,2,1,-1,-5,-7,-1,-2,6,37,18,19,35,15,20,39,18,21,-2,-3,1,4,3,1,-0.124166457904965,-0.12173684750362,-0.438984331883304,0.00242961040134526,-0.317247484379684,4,1,3,1,3,1,1,1,2,1,1,3,1,2,1,3,4,1,3,2,3,2,2,1,3,2,2,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,2,1,3,1,1,1,1,2,3,2,1,1,1,2,3,1,2,1,-1,1,-1,0,0,1,1,0,-1,0,0,-1,0,-1,0,-2,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,0,0,1,2,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,-2,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,1,1,1,1,1,0,4,3,2,4,5,4,4,3,4,4,2,4,3,4,3,4,4,3,4,4,4,4,3,5,4,4,4,3,4,4,-2,1,1,0,-2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,NA,NA,"1:10",NA,NA,"1:20"
241,"C","female",1,0,"N","V",3,38,28,10,62,16,14,70,20,10,24,-12,4,8,4,-4,-1,-3,-2,-2,1,23,13,10,25,12,13,24,13,11,2,-1,3,-1,1,-2,-0.419148785415599,-0.222508143376697,0.023304184161779,0.196640642038902,0.245812327538476,4,1,2,1,3,1,1,1,2,2,1,2,1,3,1,2,4,1,4,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,3,1,3,1,-2,1,-1,0,-2,0,0,0,0,0,1,-1,1,-1,0,-1,-2,0,-2,1,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,1,0,1,-1,0,0,0,1,-1,-1,0,0,0,-1,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,-1,1,0,-1,-1,0,0,0,0,1,1,3,1,3,3,3,1,4,2,1,2,2,2,3,5,3,1,4,2,1,2,2,1,5,5,3,1,3,1,1,2,-1,1,0,2,0,0,0,0,0,0,0,-1,2,0,0,0,-1,-1,0,0,NA,NA,NA,NA,NA,NA
244,"C","male",0,0,"N","S",2,42,23,19,69,24,15,61,22,21,27,1,-4,-8,-2,6,3,1,4,-2,3,38,20,18,43,23,20,44,24,20,5,3,2,1,1,0,-0.557894634157397,-0.0732909675276488,0.447791862165972,0.484603666629748,0.521082829693621,3,3,2,2,2,1,1,2,2,2,2,3,4,1,1,2,4,1,2,2,4,1,3,3,2,1,1,1,2,2,1,2,3,3,1,2,2,1,2,2,3,2,2,3,2,4,1,1,2,2,1,3,3,2,2,1,3,1,2,3,1,-2,1,1,0,0,0,-1,0,0,-1,-1,-1,2,0,0,-2,0,0,0,-1,1,-1,0,0,3,0,0,0,0,0,1,0,-1,1,-1,1,0,0,1,0,-1,0,1,0,1,2,1,-1,0,1,-1,0,1,1,-1,1,1,0,1,1,1,0,0,0,-1,-1,-1,0,0,1,0,1,1,0,3,2,5,6,6,4,3,3,3,3,3,3,6,5,5,4,5,5,3,4,5,3,7,5,6,4,4,3,4,3,0,1,1,-1,-1,0,2,2,0,1,2,0,1,0,1,0,-1,-2,1,-1,NA,NA,"1:20",NA,NA,"2:20"
247,"C","male",0,0,"N","V",3,48,34,14,73,24,11,75,25,10,25,-10,-3,2,1,-1,8,7,-3,-1,-10,40,26,14,32,22,10,34.4444444444444,21,12.5,-8,-4,-4,2.44444444444444,-1,2.5,-0.531066642791482,-0.338906201656629,0.178887380719416,0.192160441134853,0.517793582376046,4,1,2,2,3,1,1,1,3,3,1,3,2,3,2,3,5,2,5,1,2,2,1,1,3,1,1,1,2,3,1,3,1,2,1,3,2,1,3,1,3,1,1,1,3,1,1,1,2,3,1,3,1,2,1,2,3,1,3,1,-2,1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,-3,-1,-2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,-1,-1,-1,-1,0,1,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-1,0,5,3,6,5,6,2,3,7,1,2,5,2,5,3,5,1,3,6,1,1,4,2,5,3,5,3,NA,5,2,2,0,-1,-1,-2,-1,-1,0,-1,0,-1,-1,0,0,0,0,2,NA,-1,1,1,NA,NA,NA,NA,NA,NA
250,"C","male",0,0,"N","S",2,42,30,12,73,23,10,68,21,13,31,-7,-2,-5,-2,3,-3,-4,-6,-1,-2,32,17,15,30,13,17,31,17,14,-2,-4,2,1,4,-3,-0.0965324415140041,-0.0852679959161698,-0.378367541884952,0.0112644455978343,-0.293099545968782,4,1,1,1,4,1,1,2,3,3,1,3,2,1,1,3,4,1,4,1,2,1,1,1,4,1,1,1,2,3,1,1,1,2,1,2,3,1,3,1,3,2,1,1,4,1,1,2,2,1,2,1,1,2,1,2,3,1,2,1,-2,0,0,0,0,0,0,-1,-1,0,0,-2,-1,1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,1,0,-2,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,-1,1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-2,0,0,0,-1,0,1,0,-1,1,0,0,-1,-1,-1,0,2,2,4,5,3,2,2,2,4,6,2,3,4,5,3,3,2,2,4,2,2,3,4,5,5,2,2,3,2,3,0,1,0,0,0,1,0,0,0,-4,0,0,0,0,2,-1,0,1,-2,1,NA,NA,NA,NA,NA,NA
253,"C","male",0,0,"N","S",2,41,30,11,86,36,10,76,26,10,45,6,-1,-10,-10,0,-11,-12,-12,-1,0,15,7,8,13,5,8,15,8,7,-2,-2,0,2,3,-1,0.169286339326511,0.305230779728781,-0.015343221506996,0.135944440402271,-0.320574001235777,3,1,1,1,4,1,1,1,3,3,1,4,2,2,1,3,4,1,3,1,4,1,3,1,4,1,1,1,3,3,1,4,1,3,1,4,4,1,4,1,3,1,3,1,3,1,1,1,2,3,1,2,1,2,1,3,3,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,-1,0,0,0,-1,0,0,0,-1,0,0,-2,0,-1,0,-1,-1,0,-2,0,-1,-2,-2,-1,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,0,1,-1,0,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,1,0,0,NA,NA,"1:14",NA,NA,"1:40"
256,"C","female",1,0,"N","V",3,44,32,12,81,31,10,75,27,12,37,-1,-2,-6,-4,2,-12,-12,-5,0,7,21,13,8,23,12,11,24,11,13,2,-1,3,1,-1,2,-0.374248380408246,-0.448511295344063,-0.53837706627034,-0.0742629149358162,-0.0898657709262777,4,1,3,1,4,1,1,1,2,3,2,3,1,4,2,4,3,1,2,1,4,1,3,1,2,1,1,1,4,3,1,1,1,4,1,3,4,1,3,1,3,1,3,3,2,1,1,1,3,3,1,2,1,2,1,3,3,1,3,1,0,0,0,0,-2,0,0,0,2,0,-1,-2,0,0,-1,-1,1,0,1,0,-1,0,0,2,0,0,0,0,-1,0,0,1,0,-2,0,0,-1,0,0,0,-2,-2,-1,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-1,-1,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,6,2,2,2,3,1,2,1,1,1,2,3,2,3,5,2,2,1,1,2,2,2,2,2,4,3,3,2,3,1,-4,1,0,1,2,1,0,0,0,1,0,-1,0,-1,-1,1,1,1,2,-1,NA,NA,"0:45",NA,NA,"1:50"
259,"E","female",1,0,"N","Z",1,48,33,15,75,34,19,73,30,17,27,1,4,-2,-4,-2,0,0,-1,0,-1,36,17,19,33,16,17,35,17,18,-3,-1,-2,2,1,1,-0.19443820473704,-0.680339303161868,-0.078389184473567,-0.485901098424828,0.601950118688301,3,2,3,1,3,1,1,1,3,3,1,3,2,3,2,4,4,2,4,2,4,3,3,2,3,2,3,1,3,4,1,3,1,3,2,3,4,2,4,2,3,2,2,1,3,4,1,1,3,3,1,3,1,3,2,3,4,2,3,2,1,1,0,1,0,1,2,0,0,1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,2,-2,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,1,-1,0,0,0,0,-1,1,0,0,0,1,-1,0,0,-1,0,0,-1,1,0,0,3,2,3,5,4,3,6,4,3,3,3,3,4,4,4,3,5,3,2,2,3,3,4,4,4,3,6,3,2,3,0,1,1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA
262,"E","male",0,0,"N","V",3,40,28,12,70,25,15,79,29,10,30,-3,3,9,4,-5,5,1,1,-4,0,36,23,13,30,19,11,35,23,12,-6,-4,-2,5,4,1,-0.163985261502219,-0.345831455213265,-0.118555516749868,-0.181846193711046,0.227275938463397,4,1,1,1,2,1,1,1,3,3,2,1,1,3,2,4,4,1,3,1,4,2,2,3,2,1,2,1,2,2,2,1,1,3,1,3,4,1,2,1,4,1,3,1,3,1,1,1,3,2,1,1,1,2,1,4,4,1,3,1,0,1,1,2,0,0,1,0,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,0,-1,1,-2,1,0,-1,0,1,0,-1,0,0,-1,0,1,0,0,1,0,1,1,1,0,-1,1,2,1,0,1,-1,-1,0,1,1,-1,1,-1,-1,0,2,0,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,1,6,2,6,3,5,3,3,4,2,2,5,2,3,3,5,2,2,4,2,2,6,2,5,3,6,2,3,3,2,3,-1,0,-3,0,0,-1,-1,0,0,0,1,0,2,0,1,0,1,-1,0,1,NA,NA,"1:20",NA,NA,"1:50"
265,"E","male",0,0,"N","Z",1,39,24,15,74,24,10,73,25,12,35,0,-5,-1,1,2,2,0,2,-2,2,44,24,20,37,23,14,32,16,16,-7,-1,-6,-5,-7,2,0.0662856661425539,0.296176655374521,0.0283873073269889,0.229890989231967,-0.267789348047532,4,1,2,2,2,1,1,1,2,2,1,2,1,2,2,3,3,2,2,3,2,1,2,1,3,1,1,1,2,2,1,1,1,2,1,3,4,1,3,1,3,1,2,2,3,1,1,1,3,2,1,2,1,1,2,3,3,1,3,1,-2,0,0,-1,1,0,0,0,0,0,0,-1,0,0,-1,0,1,-1,1,-2,1,0,0,1,0,0,0,0,1,0,0,1,0,-1,1,0,-1,0,0,0,0,-1,0,1,0,1,1,1,-1,0,-1,-1,1,1,0,-1,1,0,-1,1,2,1,0,0,-2,-1,0,0,-1,0,1,1,0,0,1,3,2,5,6,6,4,5,5,3,5,3,2,5,5,6,3,3,4,1,5,3,1,5,6,2,2,5,4,2,2,0,0,0,-1,0,-1,-2,-1,-2,0,0,-1,0,1,-4,-1,2,0,1,-3,NA,NA,NA,NA,NA,NA
268,"E","male",0,0,"N","Z",1,40,21,19,69,22,13,63,14,11,29,1,-6,-6,-8,-2,-2,-3,-4,-1,-1,34,24,10,30,21,9,38,26,12,-4,-3,-1,8,5,3,-0.168517537477593,-0.55497728810179,-0.697856601296242,-0.386459750624197,-0.142879313194451,4,2,2,3,2,2,1,1,1,1,2,1,3,2,2,3,4,1,1,2,4,2,3,2,2,1,1,1,3,1,1,1,2,2,1,1,3,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,0,0,1,-1,0,-1,0,0,2,0,-1,0,-1,0,-1,-2,-1,0,1,-1,-2,-1,-2,-1,0,0,0,0,-2,0,1,0,-1,-1,0,0,0,0,-1,0,1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,1,1,-2,-2,-1,-1,-1,2,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,1,6,1,5,2,7,3,3,5,1,1,6,2,5,2,7,1,3,2,1,1,6,1,6,2,7,3,5,6,1,1,0,1,0,0,0,-2,0,-3,0,0,0,-1,1,0,0,2,2,4,0,0,NA,NA,"1:10",NA,NA,"1:20"
271,"E","male",0,0,"N","Z",1,40,30,10,69,19,10,67,17,10,29,-11,0,-2,-2,0,-4,-5,-4,-1,1,28,18,10,30,17,13,34,21,13,2,-1,3,4,4,0,-0.569452348625002,-0.338125062414997,-0.195546799545687,0.231327286210005,0.14257826286931,3,1,1,1,4,1,1,1,3,4,1,1,1,3,1,3,4,1,4,1,3,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,3,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,3,1,0,0,0,0,-1,0,0,0,-2,-2,0,0,0,-1,0,-2,-1,0,-2,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,0,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-2,0,0,0,-1,-1,-1,-1,0,0,1,0,0,0,-1,-1,0,0,0,0,0,1,0,5,1,5,2,5,1,4,2,2,1,5,1,4,5,2,2,1,4,4,2,5,2,5,3,5,2,3,3,3,3,0,0,-1,3,-3,1,-3,2,2,1,0,1,1,-2,3,0,2,-1,-1,1,NA,NA,"0:40",NA,NA,"1:15"
274,"E","female",1,0,"N","Z",1,45,23,22,57,21,24,64,18,14,12,-2,2,7,-3,-10,3,0,3,-3,3,38,21,17,32,17,15,33,17,16,-6,-4,-2,1,0,1,-0.716913879064933,-0.806542073047056,-0.40047678270624,-0.0896281939821226,0.406065290340816,2,3,1,2,1,1,1,2,3,1,3,3,3,2,3,3,4,2,3,2,3,2,1,4,1,3,3,3,1,1,3,3,1,2,1,3,3,2,3,2,2,1,1,1,2,2,1,3,2,1,2,1,1,2,1,3,2,1,2,1,1,-1,0,2,0,2,2,1,-2,0,0,0,-2,0,-2,0,-1,0,0,0,-1,-1,0,-3,1,-1,-2,0,1,0,-1,-2,0,0,0,0,-1,-1,-1,-1,1,0,0,1,0,0,1,0,0,-1,1,-1,0,1,1,0,-1,1,0,1,1,-1,0,-1,0,-1,0,0,1,0,0,0,1,1,0,5,3,5,5,6,3,4,2,2,3,5,2,5,5,3,1,5,1,2,3,3,2,6,6,4,1,5,1,2,3,0,-1,0,0,-3,-2,1,-1,0,0,-2,0,1,1,1,0,0,0,0,0,NA,NA,"0:40",NA,NA,"1:00"
277,"E","female",1,0,"N","S",2,43,16,27,62,20,18,59,21,22,19,4,-9,-3,1,4,1,3,2,2,-1,40,20,20,44,23,21,45,26,19,4,3,1,1,3,-2,-0.331050329359412,-0.130547315111342,0.238402713792136,0.20050301424807,0.368950028903478,2,4,1,3,1,3,1,4,1,2,4,2,3,1,2,1,3,1,2,2,4,1,1,3,2,1,1,3,2,3,4,1,1,2,1,1,2,1,2,2,2,2,3,3,2,3,2,2,2,2,1,2,2,1,2,2,3,2,2,3,2,-3,0,0,1,-2,0,-1,1,1,0,-1,-2,1,-1,0,-1,0,0,0,-2,1,2,0,0,2,1,-1,0,-1,-3,1,1,-1,1,1,1,1,0,1,1,1,0,-1,0,-1,1,1,1,1,0,0,-1,1,1,1,1,-1,0,-1,1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,5,3,6,3,5,5,6,2,3,2,5,5,5,5,5,5,3,3,3,5,6,3,6,5,6,5,3,5,3,3,0,2,-1,2,0,0,-3,1,0,3,1,-2,1,0,1,0,0,2,0,-2,NA,NA,"0:55",NA,NA,"1:55"
280,"E","female",1,0,"N","S",2,38,24,14,70,23,13,77,33,16,32,-1,-1,7,10,3,8,2,-5,-6,-7,40,25,15,31,21,10,26,15,11,-9,-4,-5,-5,-6,1,-0.213324483365249,-0.457409691859798,-0.290326301453776,-0.24408520849455,0.167083390406022,2,3,2,1,3,2,1,1,2,3,2,1,1,2,1,3,3,1,3,1,3,2,3,1,2,1,1,1,3,2,3,1,1,3,1,1,3,1,2,1,2,2,4,3,2,1,1,1,4,4,3,3,1,4,1,4,3,1,3,2,1,-1,1,0,-1,-1,0,0,1,-1,1,0,0,1,0,-2,0,0,-1,0,-1,0,1,2,0,0,0,0,1,2,0,2,0,1,0,3,0,0,1,1,2,2,2,0,-1,1,2,2,1,0,0,-2,0,1,0,0,-2,-1,-2,-1,1,0,-1,-2,0,-1,-1,-1,-2,-1,-2,-1,0,-1,0,7,1,5,5,5,4,3,5,2,3,5,1,4,5,5,1,2,5,1,2,4,2,5,4,2,1,2,2,2,2,-2,0,-1,0,0,-3,-1,0,-1,-1,-1,1,1,-1,-3,0,0,-3,1,0,NA,NA,"0:53",NA,NA,"1:27"
283,"E","female",1,0,"N","V",3,60,38,22,90,45,15,79,33,14,30,7,-7,-11,-12,-1,4,0,2,-4,2,52,29,23,38,23,15,36,25,11,-14,-6,-8,-2,2,-4,-0.44258046027599,-0.255092066304954,-0.102824203545312,0.187488393971036,0.152267862759642,4,3,4,2,3,1,1,2,4,4,4,4,3,3,3,4,4,1,4,2,5,1,4,2,4,3,2,2,5,4,1,4,1,5,1,4,5,1,5,1,4,3,3,1,3,2,1,1,3,4,1,2,1,3,1,4,4,1,3,2,1,-2,0,0,1,2,1,0,1,0,-3,0,-2,2,-2,0,1,0,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-2,0,0,-2,0,-2,0,0,-1,0,-2,1,0,1,1,1,0,0,1,0,1,-1,-1,-1,1,1,1,1,-2,-1,0,2,1,0,0,-2,-2,-1,1,0,1,0,-1,0,1,1,0,6,5,5,7,5,5,1,7,5,6,6,2,5,5,5,2,5,5,1,2,6,1,6,3,6,1,4,5,2,2,0,-3,0,-2,0,-3,4,-2,-4,-4,0,-1,1,-2,1,-1,-1,0,1,0,NA,NA,"1:50",NA,NA,"2:30"
286,"E","male",0,0,"N","S",2,35,25,10,73,23,10,71,21,10,38,-2,0,-2,-2,0,0,0,0,0,0,40,20,20,40,20,20,41,21,20,0,0,0,1,1,0,-0.464836628158631,-0.807627728388055,-0.34401732225016,-0.342791100229424,0.463610406137895,3,1,1,1,4,1,1,1,2,3,1,2,1,1,1,3,4,1,2,1,3,1,1,1,4,1,1,1,2,3,1,1,1,2,1,3,3,1,1,1,2,1,1,1,3,1,1,1,2,3,1,2,1,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,"1:50",NA,NA,"2:30"
289,"E","female",1,0,"N","S",2,60,41,19,80,32,12,86,36,10,20,-9,-7,6,4,-2,6,3,2,-3,-1,41,23,18,36,23,13,32,25,7,-5,0,-5,-4,2,-6,-0.30900902395355,-0.00507776894070165,-0.165904699460518,0.303931255012849,-0.160826930519816,4,1,4,2,3,1,3,1,4,4,1,5,3,4,3,4,5,2,4,2,4,1,3,2,3,1,1,1,3,4,1,1,2,4,1,4,3,1,3,1,4,1,3,1,3,1,1,1,5,4,1,2,1,3,1,5,3,1,4,1,0,0,-1,0,0,0,-2,0,-1,0,0,-4,-1,0,-2,0,-2,-1,-1,-1,0,0,0,-1,0,0,0,0,2,0,0,1,-1,-1,0,1,0,0,1,0,1,1,2,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,5,2,5,4,5,5,5,4,2,4,5,2,5,3,5,1,6,4,1,4,5,2,6,2,5,1,1,5,1,4,0,0,0,-1,0,-4,1,0,-1,0,0,0,1,-1,0,0,-5,1,0,0,NA,NA,"1:20",NA,NA,"1:50"
292,"E","male",0,0,"N","S",2,51,32,19,65,32,27,72,26,14,14,0,8,7,-6,-13,0,-1,-7,-1,-6,41,24,17,31,19,12,32,15,17,-10,-5,-5,1,-4,5,-0.590909939326315,-0.734997805328121,-0.729510242288929,-0.144087866001806,0.00548756303919173,4,3,2,1,3,2,1,2,3,2,2,4,2,1,3,4,5,2,4,1,4,3,3,3,3,2,2,3,1,2,4,3,3,4,2,3,5,2,4,3,3,2,2,1,2,1,1,2,3,2,2,3,1,2,1,3,3,1,3,2,0,0,1,2,0,0,1,1,-2,0,2,-1,1,3,-1,-1,0,0,0,2,-1,-1,-1,-2,-1,-1,-1,-1,2,0,-2,0,-2,-2,-1,0,-2,-1,-1,-1,-1,0,2,1,-1,-2,1,0,-1,1,-1,-2,1,1,-1,0,-1,-2,-2,-1,0,1,-1,-1,-2,-1,3,0,-1,1,-2,-1,0,-2,-1,6,4,2,5,7,2,5,6,1,3,3,2,5,1,5,2,3,2,4,4,2,5,3,6,3,2,2,2,2,5,-3,-2,3,-4,-2,0,-2,-4,3,1,-1,3,-2,5,-2,0,-1,0,-2,1,"1:18","1:17","0:49","2:51","3:02","1:45"
